 Airport", "Goroka", "Papua New Guinea", "GKA", "AYGA", -6.081689834590001, 145.391998291, 5282, 10, "U", "Pacific/Port_Moresby", "airport", "OurAirports", 
 Airport", "Madang", "Papua New Guinea", "MAG", "AYMD", -5.20707988739, 145.789001465, 20, 10, "U", "Pacific/Port_Moresby", "airport", "OurAirports", 
 Hagen Kagamuga Airport", "Mount Hagen", "Papua New Guinea", "HGU", "AYMH", -5.826789855957031, 144.29600524902344, 5388, 10, "U", "Pacific/Port_Moresby", "airport", "OurAirports", 
 Airport", "Nadzab", "Papua New Guinea", "LAE", "AYNZ", -6.569803, 146.725977, 239, 10, "U", "Pacific/Port_Moresby", "airport", "OurAirports", 
